[2025-06-02 00:00:02,218.218] DEBUG    [ThreadPoolExecutor-0_9|MainProcess] urllib3.connectionpool (connectionpool.py:_make_request:475) | https://gh-proxy.com:443 "GET / HTTP/1.1" 200 None
[2025-06-02 00:00:10,980.980] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ERASDEMI.TTF', name='Eras Demi ITC', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,980.980] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BOD_PSTC.TTF', name='Bodoni MT', style='normal', variant='normal', weight=300, stretch='normal', size='scalable')) = 10.145
[2025-06-02 00:00:10,980.980] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\PERBI___.TTF', name='Perpetua', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:10,980.980] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\CALISTI.TTF', name='Calisto MT', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,981.981] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\arial.ttf', name='Arial', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 6.413636363636363
[2025-06-02 00:00:10,981.981] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\timesi.ttf', name='Times New Roman', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,981.981] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\verdanaz.ttf', name='Verdana', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 4.971363636363637
[2025-06-02 00:00:10,981.981] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\FORTE.TTF', name='Forte', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,981.981] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\TCM_____.TTF', name='Tw Cen MT', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,981.981] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\CENTAUR.TTF', name='Centaur', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,981.981] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\corbelli.ttf', name='Corbel', style='italic', variant='normal', weight=300, stretch='normal', size='scalable')) = 11.145
[2025-06-02 00:00:10,982.982] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\STCAIYUN.TTF', name='STCaiyun', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,982.982] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\Candarali.ttf', name='Candara', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,982.982] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\simsunb.ttf', name='SimSun-ExtB', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,982.982] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\georgia.ttf', name='Georgia', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,982.982] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\calibrili.ttf', name='Calibri', style='italic', variant='normal', weight=300, stretch='normal', size='scalable')) = 11.145
[2025-06-02 00:00:10,982.982] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\FRAHV.TTF', name='Franklin Gothic Heavy', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,982.982] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\l_10646.ttf', name='Lucida Sans Unicode', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,984.984] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BELLI.TTF', name='Bell MT', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,984.984] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LATINWD.TTF', name='Wide Latin', style='normal', variant='normal', weight=400, stretch='expanded', size='scalable')) = 10.25
[2025-06-02 00:00:10,984.984] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\HTOWERTI.TTF', name='High Tower Text', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,984.984] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BASKVILL.TTF', name='Baskerville Old Face', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,984.984] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\CALIFI.TTF', name='Californian FB', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,984.984] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LTYPEB.TTF', name='Lucida Sans Typewriter', style='normal', variant='normal', weight=600, stretch='normal', size='scalable')) = 10.24
[2025-06-02 00:00:10,985.985] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\GILLUBCD.TTF', name='Gill Sans Ultra Bold Condensed', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 10.25
[2025-06-02 00:00:10,985.985] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ERASBD.TTF', name='Eras Bold ITC', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,985.985] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\HTOWERT.TTF', name='High Tower Text', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,985.985] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\WINGDNG3.TTF', name='Wingdings 3', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,985.985] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\timesbd.ttf', name='Times New Roman', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,986.986] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ONYX.TTF', name='Onyx', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,986.986] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\Candaral.ttf', name='Candara', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,986.986] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BOOKOSI.TTF', name='Bookman Old Style', style='italic', variant='normal', weight=300, stretch='normal', size='scalable')) = 11.145
[2025-06-02 00:00:10,986.986] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ITCKRIST.TTF', name='Kristen ITC', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,986.986] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\courbi.ttf', name='Courier New', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:10,986.986] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\CALIFR.TTF', name='Californian FB', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,987.987] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\GOTHICBI.TTF', name='Century Gothic', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:10,987.987] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\STLITI.TTF', name='STLiti', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,987.987] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ntailu.ttf', name='Microsoft New Tai Lue', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,987.987] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\framd.ttf', name='Franklin Gothic Medium', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,987.987] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\malgun.ttf', name='Malgun Gothic', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,987.987] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BELL.TTF', name='Bell MT', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,987.987] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ariali.ttf', name='Arial', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 7.413636363636363
[2025-06-02 00:00:10,987.987] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LBRITEDI.TTF', name='Lucida Bright', style='italic', variant='normal', weight=600, stretch='normal', size='scalable')) = 11.24
[2025-06-02 00:00:10,988.988] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BOD_CR.TTF', name='Bodoni MT', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 10.25
[2025-06-02 00:00:10,988.988] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\trebucbi.ttf', name='Trebuchet MS', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:10,988.988] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LFAXD.TTF', name='Lucida Fax', style='normal', variant='normal', weight=600, stretch='normal', size='scalable')) = 10.24
[2025-06-02 00:00:10,988.988] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BRLNSR.TTF', name='Berlin Sans FB', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,988.988] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\calibri.ttf', name='Calibri', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,989.989] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\STENCIL.TTF', name='Stencil', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,989.989] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\segoesc.ttf', name='Segoe Script', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,989.989] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\malgunbd.ttf', name='Malgun Gothic', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,989.989] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\PER_____.TTF', name='Perpetua', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,989.989] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\CENTURY.TTF', name='Century', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,990.990] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LTYPEO.TTF', name='Lucida Sans Typewriter', style='oblique', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,990.990] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\tahomabd.ttf', name='Tahoma', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,990.990] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\couri.ttf', name='Courier New', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,990.990] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ELEPHNTI.TTF', name='Elephant', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,990.990] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BROADW.TTF', name='Broadway', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,990.990] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BOOKOSBI.TTF', name='Bookman Old Style', style='italic', variant='normal', weight=600, stretch='normal', size='scalable')) = 11.24
[2025-06-02 00:00:10,991.991] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\HARNGTON.TTF', name='Harrington', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,991.991] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\DUBAI-MEDIUM.TTF', name='Dubai', style='normal', variant='normal', weight=500, stretch='normal', size='scalable')) = 10.145
[2025-06-02 00:00:10,991.991] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Users\\1633360356\\AppData\\Local\\Microsoft\\Windows\\Fonts\\MapleMono-SC-NF-Regular.ttf', name='Maple Mono SC NF', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,991.991] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\gadugi.ttf', name='Gadugi', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,991.991] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\CALISTBI.TTF', name='Calisto MT', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:10,991.991] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\himalaya.ttf', name='Microsoft Himalaya', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,993.993] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Users\\1633360356\\AppData\\Local\\Microsoft\\Windows\\Fonts\\MapleMono-SC-NF-Italic.ttf', name='Maple Mono SC NF', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,993.993] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\micross.ttf', name='Microsoft Sans Serif', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,993.993] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\MATURASC.TTF', name='Matura MT Script Capitals', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,993.993] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\lucon.ttf', name='Lucida Console', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,994.994] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\GARAIT.TTF', name='Garamond', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,994.994] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ARIALNBI.TTF', name='Arial', style='italic', variant='normal', weight=700, stretch='condensed', size='scalable')) = 7.8986363636363635
[2025-06-02 00:00:10,994.994] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LTYPE.TTF', name='Lucida Sans Typewriter', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,994.994] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\palab.ttf', name='Palatino Linotype', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,994.994] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\PLAYBILL.TTF', name='Playbill', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,994.994] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\arialbi.ttf', name='Arial', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 7.698636363636363
[2025-06-02 00:00:10,994.994] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\taile.ttf', name='Microsoft Tai Le', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,995.995] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\consolai.ttf', name='Consolas', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,995.995] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Users\\1633360356\\AppData\\Local\\Microsoft\\Windows\\Fonts\\MapleMono-SC-NF-LightItalic.ttf', name='Maple Mono SC NF', style='italic', variant='normal', weight=300, stretch='normal', size='scalable')) = 11.145
[2025-06-02 00:00:10,995.995] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\constan.ttf', name='Constantia', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,995.995] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\STFANGSO.TTF', name='STFangsong', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,995.995] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\verdanai.ttf', name='Verdana', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 4.6863636363636365
[2025-06-02 00:00:10,996.996] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\MAIAN.TTF', name='Maiandra GD', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,996.996] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LatoWeb-Semibold.ttf', name='Lato', style='normal', variant='normal', weight=600, stretch='normal', size='scalable')) = 10.24
[2025-06-02 00:00:10,996.996] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\GOUDYSTO.TTF', name='Goudy Stout', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,996.996] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\VINERITC.TTF', name='Viner Hand ITC', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,996.996] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BRUSHSCI.TTF', name='Brush Script MT', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,996.996] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ROCKEB.TTF', name='Rockwell Extra Bold', style='normal', variant='normal', weight=800, stretch='normal', size='scalable')) = 10.43
[2025-06-02 00:00:10,997.997] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\COOPBL.TTF', name='Cooper Black', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,997.997] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\framdit.ttf', name='Franklin Gothic Medium', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,997.997] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\GILB____.TTF', name='Gill Sans MT', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
